NO;TGL_KOMITE;COMPANY;NO_TENDER;GOODS/SERVICES;ITEM_NAME;HARGA_SEBELUMNYA _(RP);TAHUN_PEMBELIAN_SEBELUMNYA;Purpose_Request;LINK_EPROC;PIC;VENDOR;SUMMARY_KOMITE;HASIL_FOLLOW_UP;REMARKS;VOTE;Notes
486;2026-03-18;BAT;EPR/2602/00086;;CARTON BOX WAREHOUSE BATAM; EPROC ;JUNI 2025;untuk menyimpanan dan pengiriman sparepart di warehouse bth, warehouse US K338, PPC dan shop ;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00086;DIMAS;2 vendor : PT Indo Global Perkasa, PT Interpak Industries Batam;"Condition : permintaan untuk kebutuhan warehouse dengan kuantitas :
1. Carton Box 30 X 22 X 25 : 6000 ea (1000/bulan)
2. Carton Box 50 X 30 X 30 : 6000 ea (1000/bulan)
3. Carton Box 70 X 40 X 30 : 2500 ea (416/bulan)
4. Carton Box 30 X 30 X 40 : 6000 ea (1000/bulan)

Pemakaian 1000/bulan untuk 6 bulan, untuk kebutuhan warehouse, vendor termurah di Interpak

Follow Up :
1. Cek ke Pak Mundhi yang Alfamart berapa harganya dengan ukuran tersebut
2. Cek Alphaboard ke Pak Mundhi
3. Cek penggunaan kembali untuk carton box";;;;
487;2026-03-18;BAT;EPR/2603/00103;;SAFETY VEST FOR LINE MAINTENANCE ALL DISTRIK; NEW ;NEW;"FIRST REQUEST FOR LM, PERNAH PENGAJUAN THN 2023 NAMUN DESIGN TIDAK DISETUJUI JADI CANCEL.
HAL INI MERUJUK REGULASI DARI PIHAK BANDARA BAHWA SETIAP PEKERJA WAJIB MENGGUNAKAN APD SAFETY VEST SELAMA BEKERJA DI AIRSIDE AREA";https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2603/00103;FENNY;3 vendor : Impero Pratama Sakti, Langgeng Retailindo Sejahtera, PT Bolia Mitra Utama;"Condition : permintaan jenis vest total 1653 pcs dengan size L (1463 pcs) dan XXXL (192 pcs) dengan jenis vest berikut :
1. Engineer (868)
2. Mekanik (718)
3. Field Store (16)
4. Repairman (51)

New Request dari LM karena sebelumnya personil beli dari biaya sendiri. Harus pakai safety vest, dulu pernah mau buat tapi LM gamau designnya yang dari vendor, jadi sekarang designnya udah bener dan diajuin. Di 2023 cuma beberapa piece jadi banyak yang belum dapet, vendor termurah di PT Bolia (dulu di Cipta)

Follow Up :
1. Nego ke Bolia 100.000";"1. Sudah dinego ke Bolia dari kamis jadi 100.000, yg awalnya 110.000 (exc ppn) dan vendor kasih harga 105.000 (exc ppn). Sudah dinego lg jadinya kasih harga 115.000 inc ppn
2. Akan di PO langsung semua, namun minta dipercepat untuk 58 pcs urgent (for flynass dan thai) dulu";;CONFIRMED;
488;2026-03-18;SL;EPR/2601/00026;;Acrylic T Shape Size A5 & View Binder Clear A4 files E-FILE 710A ( 20 POCCKETS) - Clear; BY SUMMARY ;;for Dangerous Goods Signage to all Thai Lion Air Stations.;https://eproc.lionairthai.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2601/00026;DIMAS;3 vendor : Lyreco (Thailand) Co. Ltd, Udomphan Paper Co. Ltd, MK Materials & Supply Co. Ltd;"Condition : 1 station use 5 pcs. For DOM 15 station and Inter 40 station with total 55 station. Total permintaan :
1. Acrylic T Shape Size A5 : 300 pcs
2. Pocket File A4 ""E-FILE"" 710A (20 POCKETS) : 400 pcs
Untuk penanda di Airport (acrylic stand), untuk DG Signage to all Thai Lion Air Stations. Ini pengajuan per request karena reusable, ini all replacement

Follow Up :
1. Tanyakan ini gantinya berapa kali karena ini bisa tahan lama harusnya (infoin ke Ibu)";;;;
489;2026-03-18;BAT BTH ;EPR/2603/00001;;PENGADAAN MATERIAL UNTUK PEMBUATAN RAK WAREHOUSE DAN BM STORE BATAM; BY SUMMARY ;;MATERIAL PEMBUATAN RAK OLEH GSE DI WAREHOUSE US DAN BM STORE;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2603/00001;RATNASARI;4 vendor : Aria Mandiri Gemilang, Bintang Sukses Bangunan, Golden Tirta Radhika, Kembang Jaya Raya;"Condition : kebutuhan pembuatan rak untuk total 51 unit dengan detail :
- TOTAL RACK UTK WAREHOUSE 30 UNIT
- TOTAL RACK UTK STORE 21 UNIT
Dan untuk item yang diperlukan : 
1. Hollo Frame Hitam 25x25x2.3x6000mm : 204 batang (1 rak butuh 4 batang besi hollo)
2. Plywood 1220x2440x9mm : 51 lembar (1 rak butuh 1 lembar)

Ada hollow 204 batang, untuk plywood butuh 51 lembar/rak. Vendor termurah di Aria (hollow), Bintang (plywood)

Follow Up :
1. Kirim fotonya ke Ibu sebelum di approved";;;;
490;2026-03-18;BAT BTH ;EPR/2512/00076;;PENGAJUAN WING SADDLE for WSTA 564.5 - BATAM; RP. 29,601,000 ;28 OKTOBER 2025 - VISI VERTIKAL;"KARENA ADANYA MAINTENANCE ""SB-737-53—1397” 737-900 STA 663.75 FRAME FITTING AND FAILSAFE STRAP CRACKS REPLACEMENT"" DI BUTUHKAN SADDLE TAMBAHAN UNTUK MENGERJAKAN PROJECT TERSEBUT";https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2512/00076;RATNASARI;3 vendor : Aiia Multi Anugerah, Golden Tirta Radhika, PT Visi Vertikal Alliansi;"Condition : permintaan 2 unit WING SADDLE for WSTA 564.5, merupakan permintaan non rutin, tambahan 2 unit ini rekomedasi atau arahan dari team boeing (WSTA 564, 5 bisa digunakan untuk Boeing & Airbus), permintaan non rutin atau baru pertama kali, untuk menahan body boeing atau airbus, dulu pernah beli untuk boeing dan hanya bisa untuk dudukan, yang sekarang bisa untuk airbus juga (tidak hanya boeing)

Follow Up :
1. HOLD
2. Cek ke BTH production apakah memang perlu dibutuhkan";;;;
491;2026-03-18;GSE CGK ;EPR/2603/00196;;PENGADAAN GENERATOR SET 20 KVA 1 PHASE; 120 JT ;GENSET 60 KVA THN 2022 MERK ISUZU ( SUB - VENDOR BERKAT BETHESDA BERSAUDARA );GENSET INI AKAN DIGUNAKAN UNTUK INFLATION BLOWER PADA SAAT PENGGANTIAN ENGINE PESAWAT;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2603/00196;RATNASARI;4 vendor : Karya Anugerah Powerindo, Kawan Lama Solusi, PT Tsuzumi Japan Teknologi, Sinaga Sukses Dieselindo;"Condition : saat ini ada 1 unit genset 10 KVA milik AIEC, dan yang saat ini permintaan 1 unit GENERATOR 20 KVA 1 PHASE dan tidak perlu instalasinya. Untuk inflasi blower (penjelasan di eproc), kalau ada masalah biasanya ke vendor (gabisa inhouse), vendor termurah di Karya Anugerah (53 juta)

Follow Up :
1. Minta garansi 2 tahun
2. Nego harga
3. Historical perbaikan genset past 2 years";;;;
492;2026-03-31;GSE SL;EPR/2602/00044;;Tires for baggage tractor of JAN-JUN 26; BY EXCEL  ;;;;RATNASARI;1 vendor;"Condition : kebutuhan 50 ea (excel : SL KOMITE 31 MAR)

Follow up: Confirm penjelasan kenapa pake spec. ban yang dibawah standard sebelumnya";;;;
493;2026-03-31;GSE SL;EPR/2602/00045;;Tires for baggage tractor of JAN-JUN 26; BY EXCEL  ;;;;RATNASARI;;"Condition : kebutuhan Hydraulic Pump dengan 5 ea (detail on excel : SL KOMITE 31 MAR)

Follow Up :
1. Nego to existing vendor";;;;
494;2026-03-31;GSE SL;EPR/2603/00010;;Fire extinguishers to support new vehicles and replace damaged and old ones.; BY EXCEL  ;;;;RATNASARI;3 vendor;"Condition : vendor termurah dari Fire-Engine (detail on excel : SL KOMITE 31 MAR)

Follow Up :
1. PO to Fire Engine Imperial";;;;
495;2026-03-31;GSE SL;EPR/2603/00016;;DEUTZ parts for Push Back Truck; BY EXCEL  ;;;;RATNASARI;;"Condition : hanya ada 1 vendor (Wara Tech) dan merupakan vendor existing, ada kenaikan harga dari harga sebelumnya, permintaan 2 unit (1 langsung dipake dan 1 untuk backup) - (detail on excel : SL KOMITE 31 MAR)

Follow Up :
1. Nego again to Wara Tech
2. Buat penjelasan kenapa harus memakai barang yang original, karena di jakarta tidak harus ori tapi bisa pakai item yang memenuhi sertifikasi.";;;;
496;2026-03-31;BAT;EPR/2601/00066;;PERMINTAAN MEJA KERJA, KURSI KERJA, LEMARI DOKUMEN DAN LOKER; BY EXCEL ; BY EXCEL ;UNTUK DI RUANG KERJA EMF SHOP (ENGINE MAINTENANCE FACILITY) & ENGINE STORAGE HANGGAR A DAN HANGGAR B;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2601/00066;FENNY;2 vendor : PT Hanns, PT Furnitur Batam Bina Perkasa;"Condition : kebutuhan ada kursi kerja, lemari besi, loker, meja kerja

1. Kursi Kerja = 8 unit
2. Lemari besi = 5 unit
3. Loker = 3 unit
4. Meja = 4 unit

Ruang EMF ini minta meja lipat 1 (kursi udah ada). Di Hanggar A minta Kursi (2), Meja (3), Lemari (1), dan Loker (1)
Hanggar B minta meja (1), kursi (5), lemari (1)

Follow Up :
1. Dari Ibu oke untuk loker, yang lainnya hold";;;;
497;2026-03-31;BAT;EPR/2601/00233;;CHEMICAL CLEANING 6 BULAN; Rp. 205.000 ; januari 2026 - sinlu anugerah ;PEMAKAIAN RUTIN 6 BULAN - pengadaan hand soap untuk kebutuhan hangar batam;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2601/00233;FENNY;4 vendor : Amanah Kreasi Bersama, Karya Bangun Sejahtera, PT. KSU Inti Prima, PT. Sinli Anugerah Niaga;"Condition : permintaan sabun 120 can dengan spec applle/strawberry. Sudah consolidate untuk keperluan daily kantor LG (5 tender di bawah).
Harga termurah di PT KSU (dulu 205, sekarang 87)

Follow Up :
1. Cek quantity dulu";;;;
498;2026-03-31;ASSB;EPR/2602/00067;;CHEMICAL CLEANING 6 BULAN; BY EXCEL ; BY EXCEL ;PEMAKAIAN RUTIN 6 BULAN;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00067;FENNY;4 vendor : Amanah Kreasi Bersama, Karya Bangun Sejahtera, PT. KSU Inti Prima, PT. Sinli Anugerah Niaga;"Condition : permintaan karbol dengan 5 liter. Sample dari Karya Bangun setelah dicek itu bau dan tidak disetujui user, jadi biasanya geser ke Mumtazi (yang biasa dipakai LG). Vendor termurah di Karya Bangun, Mumtazi termurah kedua. Ibu oke ke Mumtazi

Follow Up :
1. Rekap ke vendor Mumtazi";;;;
499;2026-03-31;LEX;EPR/2602/00140;;CHEMICAL CLEANING 6 BULAN; BY EXCEL ; BY EXCEL ;PEMAKAIAN RUTIN 6 BULAN;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00140;FENNY;3 vendor : Digdaya Indo Karya, Karya Bangun Sejahtera, PT Jayasegar Berkat Mandiri;"Condition : kebutuhan ada Hand Soap, Karbol, Meta Chem (Bubuk Pembersih), Sabun Lantai, Shampoo Carpet. Jaya Segar itu bahannya encer jadi cepat boros sehingga geser ke Mumtazi

Follow Up :
1. Rekap vendor Mumtazi";;;;
500;2026-03-31;JT, ID, LG;EPR/2602/00157;;CHEMICAL CLEANING 6 BULAN; BY EXCEL ; BY EXCEL ;PEMAKAIAN RUTIN 6 BULAN;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00157;FENNY;3 vendor : Multi Chemical, Karya Bangun Sejahtera, CV Mumtazi Sharia;"Condition : ada kebutuhan 20 item

Follow Up :
1. Nego rekap harga rendah dan Mumtazi";;;;
501;2026-03-31;LIH;EPR/2603/00322;;CHEMICAL CLEANING 6 BULAN; BY EXCEL ; BY EXCEL ;PEMAKAIAN RUTIN 6 BULAN;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2603/00322;FENNY;1 vendor : PT. Protekindo Sanita;"Condition : Vendor termurah di PT Protekindo

Follow Up :
1. Rekap";;;;
502;2026-03-31;SL;EPR/2602/00027;;CHEMICAL CLEANING 6 BULAN; BY EXCEL ; BY EXCEL ;PEMAKAIAN RUTIN 6 BULAN;https://eproc.lionairthai.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00027;FENNY;4 vendor : Borneo Technical (Thailand) Limited, CST Supply Co. Ltd, PC Lux Lighting Co. Ltd, T.C.K Intergroup Co. Ltd;"Condition : untuk kebutuhan pembersihan daily perkantoran dan untuk 6 bulan

Follow Up : 
1. Rekap";;;;
503;2026-03-31;SL;EPR/2602/00006;;PENGADAAN PAYUNG LOGO THAI LION AIR (RED BLACK); THB 133.75 ; 20 OCT 2020 POSL02200052 QTY 100 UNIT - THAI OCEAN INDUSTRIES ;UNTUK STAF OPERASIONAL YANG BEKERJA DI AIRSIDE AREA, UNTUK BEBERAPA STATION DAN MELAYANI PENUMPANG KETIKA HUJAN, STOK SUDAH RUSAK;https://eproc.lionairthai.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00006;FENNY;3 vendor : T.C.K Intergroup Co. Ltd, Thai Guardian Company Limited, PK Premium Company Limited;"Condition : permintaan 1130 ea dengan logo dan frame steel, keperluan untuk station kecil aja karena mereka belum ada jembatan langsung ke pesawar, untuk 10 station. Ada 3 vendor dan termurah di TCK dan lebih murah menjadi 100 THB (sebelum 133.75 THB). TCK merupakan new vendor dan kalau mau sample harus bayar

Follow Up :
1. Cek apakah bisa kita buat designnya hanya 1 warna & 1 logo (cek apakah harganya jg berubah jika dibuat simple)
2. Make simple design dan minta sample design warna polos dulu aja";;;;
504;2026-03-31;SL;EPR/2511/00031;;UNIFORM KITCHEN (HEADCAP, APRON); BY EXCEL ; BY EXCEL ; FIRST REQUEST FOR NEW KITCHEN START OPERATE ;https://eproc.lionairthai.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2511/00031;FENNY; 5 vendor : T.C.K Intergroup Co.Ltd, P.Chem & Tex Co. Ltd, DMP Group Company Limited, Arrow Apparel Co.Ltd, Thai Uniform Company Limited ;"Condition : Minta 4 item untuk uniform kitchen. Kitchen sudah operate dari Oktober namun belum pernah pengajuan uniform ke pusat (permintaan pertama). Bisa bertahan kurang lebih 2 tahun (biasanya permintaan disaat barang sudah rusak saja). Kitchen tersebut sudah mulai masak namun hanya baru untuk stock

Follow Up :
1. Beli sample di online / nego harga vendor";;;;
505;2026-03-31;SL;EPR/2602/00011;;PLASTIC ABRASIVE 20/30 UREA ; 2250THB/bag (RPV INDUSTRIAL SUPPLY CO., LTD) ;17/02/2025;Regarding Work Shop - wheel and brake Overhaul maintenance Process. Requisition Plastic Abrasives 20/30 Urea for this year 2026. Target Overhaul 8 EA for Main and 10  EA for Nose  and 2 EA for Brake per Month of application per our daily shop operation.;https://eproc.lionairthai.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00011;anes;2 vendor : RPV Industrial Supply Co.Ltd, AMC International Trading Co.Ltd;"Condition : permintaan 60 bag for 25kg/bag, untuk perform di WBS (overhaul dan membersihkan urea), SL ada target di tahun 2026 untuk overhaul 8 untuk main, 10 untuk nose, dan 2 untuk brake. Di BTH, biasanya hanya 85.200/kg untuk 650kg dengan 25kg/bag di PT Brandon. Keperluan sudah untuk 6 bulan. Vendor termurah di AMC International

Follow Up :
1. Nego seperti PO sebelumnya";;;;
506;2026-03-31;SL;EPR/2601/00058;;HEAD REST COVER; 140 THB -//SILK LEATHER//41 X 20 X 16 CM//RED   COLOR CODE : SU-09 (T.RUNGRUANG AUTOSEAT) ;13-Jan-25;untuk headrest seat - FOR LION COMFORT SEATS AND LION SEATS TO SUPPORT  SUPPORT NEW AIRCRAFT AND STOCK FOR REPLACEMENT THE DAMAGE;https://eproc.lionairthai.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2601/00058;anes;3 vendor : Double B, T.Rungruang Autoseat, PK Premium Company Limited;"Condition : stok saat ini 25 ea, permintaan 600 ea. Biasanya bikin sendiri di PMA. Di JKT harga bahan 190.000/meter. Harga sekarang lebih murah dari sebelumnya (sebelum: 140THB, sekarang: 122THB) dan dia new vendor (sudah cek sample dan oke)

Follow Up :
1. Buat comparison Thai dengan JKT per item (PMA), baik dari specs juga";;;;
507;2026-03-31;SL;EPR/2601/00055;;log book AFML,DMI,CML ,NSRDIL;  518.95 THB   ;"08 AUG 2025
AREEWAN EK-ATCHARIYASAKUN";Digunakan untuk menutupi buku catatan perawatan di pesawat (AFML, CML, DMI, dan NSRDIL), yang digunakan oleh pilot dan awak kabin untuk mencatat semua kerusakan yang memengaruhi setiap penerbangan. Tujuannya adalah untuk mencegah kerusakan langsung pada buku catatan, menjaganya dalam kondisi terbaik, dan siap digunakan dalam setiap kesempatan.;https://eproc.lionairthai.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2601/00055;anes;3 vendor : Double B, Leather Mine Co.Ltd, General Computer Co.Ltd;"Condition : permintaan 40 ea, logbook ini untuk cover buku2nya aja yang ada di lapangan (AFML, CML, etc). Kalau bikin sendiri itu 65.000/meter (ga sampe 100.000 untuk 1 bukunya). Vendor termurah dari Double B (merupakan vendor sebelumnya tapi namanya aja berbeda skrg). Permintaan tergantung kerusakan cover tersebut.

Follow Up :
1. Tanyain PMA kalau bikin sendiri berapa dan berapa lama?";;;;
508;2026-03-31;JT;EPR/2512/00102;;PEKERJAAN WATERPROOFING GEDUNG MERAH LOC;2.553.000.000;038/DZ-JT/SPK/BLJ/VI/2024 (PT. PROKON BANGUN MITRA SUKSES);Kebocoran di Gedung Merah LOC;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2512/00102;RENDI;4 vendor : Prokon Bangun Mitra Sukses, PT Delta Bangun Kirana, PT Menara Metal Cement Indonesia, Vipasindo Perkasa Indonesia;"Condition : pekerjaan bongkar screed lama, bongkar waterproofing lama, dan pekerjaan waterproofing untuk 4 lot. Udah pernah pengajuan call dengan HC itu, Waterproofing dulu di gedung biru di 2,5M dengan vendor Prokon yang dimana mahal karena bongkar beton dan dibuat jadi 2 layer tapi layer kedua banyak retak jadi vendor masih sering benerin sampai sekarang. Vendor termurah di Vipasindo. Prokon yang dulunya 2,5M jadi 1,5M di tender ini (ukurang ged biru 2.500m2 dan merah 2100an m2

Follow Up :
1. Rekap saving vendor dan kerjain ME dan update";;;;
;2026-03-31;;EPR/2603/00023;;PEKERJAAN PEMBUATAN LAPANGAN SEPAK BOLA DI HANGAR BATAM; - ;-;"UNTUK KESEHATAN KARYAWAN DAN MENAGA ANGGOTA TUBUH PARA KARYAWAN AGAR TETAP FIT

Pak RK sudah approve";https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2603/00023;RENDI;5 vendor : Aiia Multi Anugerah, Luker Abadi Selalu, PT Sejati Aryo Wirake Sejati, PT Visi Vertikal Alliansi, PT Gandri Mitra Sukses;"Condition : merupakan permintaan non rutin dengan kegiatan :
1. Pekerjaan Tanah
2. Pekerjaan Lapangan Bola
3. Pekerjaan Penerangan

Untuk lapangan bola sudah diapprove Bapak sebelumnya

Follow Up :
1. Ibu hold dulu";;;;
509;2026-03-31;SL;EPR/2601/00061;;Permintaan Meja & Kursi di Lounge (Additional - Belum Diajukan Komite);;;;;;;"Condition : Untuk staff kitchen for lounge lunch when they have a break. Total 60-70 staff for one shift (total staff 90) but they will make sure first to manager.

Follow Up :
1. Cek dulu total dari 1 shift itu apakah akan one time istirahat semua 60-70 staff tsb untuk istirahat?";;;;
510;2026-04-01;GSE CGK;EPR/2602/00322;;PENGADAAN KEBUTUHAN GSE ( KEBUTUHAN DINAMO 6 BULAN ) MAR-AUG 2026; BY EXCEL ;;; BY EXCEL ;RATNASARI;;"Condition : untuk 8 distrik, permintaan dinamo untuk 6 bulan dan buffer 20%

8 distrik :
KNO, DPS, BTH, UPG, SUB, MDC, CGK, HLP";;;;
511;2026-04-01;GSE CGK;EPR/2602/00291;;PENGADAAN PART GSE ( KEBUTUHAN FILTER 6 BULAN ) MAR-AUG 2026; BY EXCEL ;;; BY EXCEL ;RATNASARI;;"Condition : permintaan filter 147 item. Untuk CGK, HLP, dan distrik besar. Permintaan filter fuel paling banyak yang dihighlight kuning

Lama Pemakaian Filter :
1. BTT : penggantian setiap 30 hari
2. CBL : penggantian setiap 60 hari
3. GPU : penggantian setiap 70 hari
4. Mobil (Traga, Fuso, Luxio) : penggantian setiap 48 hari";;;;
512;2026-04-01;LEX;EPR/2603/00267;;X BANNER BRANDING MINI PACK; 75,150 EXC PPN ; 14 Oktober 2024 - 514 pcs X Banner COD ONGKIR PASTI - (Octo Print) ;"Campaign launchjng Product MINIPACK Q2
Untuk dibagikan ke 1000 POS/Agent LP
https://docs.google.com/spreadsheets/d/1DeyEeGXlpdphCOXzRWmlhImwai_-pcZwKKp2RV2ZYIA/edit?usp=drivesdk";https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2603/00267;DIMAS;5 vendor : Bentang Inti Aksara, Detak Nadi Indonesia, Gelora Aksara Pratama, Karya Merapi Indonesia, PT Cakra Kencana Multimedia;"Condition : permintaan 1000 pcs albatros

FOLLOW UP: 
1. Cek dulu kalo karya merapi pake packaging jadi tambah berapa";;;;
513;2026-04-01;LEX;EPR/2603/00260;;CONTAINER OFFICE AMQ; Rp 345,000,000 (exc ppn) harga franco Jawa ; FEB 2026 SOC - (RICH) ;"NEW DRY CONTAINER SEBAGAI OFFICE
https://docs.google.com/spreadsheets/d/1FomIUhq2PHJ47NL_-yUUVYlVyAwcJpOtBVhcvMbG-Eg/edit?gid=0#gid=0";https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2603/00260;DIMAS;2 vendor : Detak Nadi Indonesia, PT Rifaldho Iderupa Creative House;"Condition : permintaan untuk 1 unit (include AC, furniture, branding interior & eksterior serta penangkal petir)

FOLLOW UP: 
1. Cek yang di office selesainya kapan + Nego";;;;
514;2026-04-01;BAT;EPR/2601/00303;;PENGADAAN AC CEILING SUSPENDED 5 PK HANGAR BATAM (EMEQ SHOP); NEW REQUEST ; NEW REQUEST ;PEMBANGUNAN UNTUK KEBUTUHAN STORE TRANSIT EMEQ SHOP BTH ( RUANGAN TERSEBUT HANYA BISA DI PASANGKAN TIPE CILING KARENA POSISI RUANGAN DI TENGAH TENGAH GEDUNG SEHINGGA TIDAK BISA DI PASANGKAN KOMPRESOR BUANGAN AIRNYA JIKA MEMAKAI TIPE YANG STANDING);https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2601/00303;FENNY;6 vendor : Alphacipta Computindo, Centrin Afatec Solusi, Golden Tirta Radhika, Momentum Otomasi Indonesia, PT Ilham Karya Teknologi, PT Maxi Linx Solusindo;"Condition : permintaan untuk 1 unit AC Ceiling Suspend 5PK. Butuh AC untuk ruangan Emergency Equipment (EMEQ BAT Shop) dan disana layoutnya hanya bisa model AC Ceiling. Sebelum ada AC ini barangnya tetap di ruangan ini tapi dulu ruangan terbuka namun setelah finding audit harus tertutup. Hasil dari Audit Malay dan suhu harus stabil.

Termurah di PT. Maxi Linx di Batam. Maxi Linx ini pas survey bentuknya hanya rumah dengan baner, jadi belum tau ini mau blacklist atau engga (karena gapunya toko) - orang ini sebelumnya kerja di vendor Han-Indo tapi mungkin resign. 
Hindari AC brand china karena dia boros listrik meskipun harga lebih murah

Follow Up :
1. Cek ketentuan barang harus ada dalam keadaan dingin apa? Ini barang-barang apa saja?
Tools & Sparepart pesawat harus pakai AC
2. Cek survey tokonya"; UNTUK MEMENUHI STANDART SPESIFIKASI STORE YANG SUDAH DI TETAPKAN PADA MANUAL LEVEL 2 MTSPM ;;;
515;2026-04-01;SL;EPR/2602/00013;;NYLON+LLDPE FOOD PACKAGING; NEW REQUEST ; NEW REQUEST ;For Mablecake (Food Grade);https://eproc.lionairthai.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00013;DIMAS;4 vendor : Safecost(Thailand)Co.Ltd, World Packaging Industry, Magnetic Company Annex Supply Co. Ltd, PB Pro Pack Co. Ltd;"Condition : permintaan 20.000 (6 months) dan kurang lebih 3000 pcs/month

Follow up: 
1. Bandingkan save costnya berapa kalo pake flow yang kaya di boga. (mesin)";;;;
